nbh_num,cat_1,cat_2,price_tier,likes,rating,CAD / ft²·month,Neighbourhood,Population 2016,Population density per square kilometre,Children (0-14 years),Youth (15-24 years),Working Age (25-54 years),Pre-retirement (55-64 years),Seniors (65+ years),Older Seniors (85+ years),After-tax income: Average amount ($)
80,Vegetarian / Vegan Restaurant,None,2,23,8.6,1.478743068391867,Palmerston-Little Italy,13826,9601,1280,1465,7845,1260,1960,290,46199
80,Café,None,1,49,8.5,1.478743068391867,Palmerston-Little Italy,13826,9601,1280,1465,7845,1260,1960,290,46199
80,Japanese Restaurant,None,2,18,7.4,1.478743068391867,Palmerston-Little Italy,13826,9601,1280,1465,7845,1260,1960,290,46199
80,Burger Joint,New American Restaurant,1,6,7.7,1.478743068391867,Palmerston-Little Italy,13826,9601,1280,1465,7845,1260,1960,290,46199
81,Restaurant,None,2,68,8.0,3.859012940114354,Trinity-Bellwoods,16556,9570,1745,1630,9210,1625,2350,330,40658
81,Sandwich Place,Diner,1,59,8.8,3.859012940114354,Trinity-Bellwoods,16556,9570,1745,1630,9210,1625,2350,330,40658
81,Pizza Place,Italian Restaurant,3,339,9.1,3.859012940114354,Trinity-Bellwoods,16556,9570,1745,1630,9210,1625,2350,330,40658
81,Breakfast Spot,None,1,89,7.7,3.859012940114354,Trinity-Bellwoods,16556,9570,1745,1630,9210,1625,2350,330,40658
81,Asian Restaurant,Tapas Restaurant,2,71,8.9,3.859012940114354,Trinity-Bellwoods,16556,9570,1745,1630,9210,1625,2350,330,40658
82,Poke Place,None,0,14,8.4,5.723466702256689,Niagara,31180,10156,2055,2415,23320,1885,1510,95,54803
82,New American Restaurant,Restaurant,3,120,7.9,5.723466702256689,Niagara,31180,10156,2055,2415,23320,1885,1510,95,54803
82,Bakery,Café,1,171,9.0,5.723466702256689,Niagara,31180,10156,2055,2415,23320,1885,1510,95,54803
82,Burger Joint,Bar,2,41,8.2,5.723466702256689,Niagara,31180,10156,2055,2415,23320,1885,1510,95,54803
82,Café,None,2,52,7.5,5.723466702256689,Niagara,31180,10156,2055,2415,23320,1885,1510,95,54803
83,Vietnamese Restaurant,None,2,62,8.5,1.541640625,Dufferin Grove,11785,8540,1285,1065,6680,1235,1515,175,34403
83,Middle Eastern Restaurant,None,2,59,8.8,1.541640625,Dufferin Grove,11785,8540,1285,1065,6680,1235,1515,175,34403
83,Bakery,Coffee Shop,1,23,8.4,1.541640625,Dufferin Grove,11785,8540,1285,1065,6680,1235,1515,175,34403
83,Sandwich Place,None,1,45,8.2,1.541640625,Dufferin Grove,11785,8540,1285,1065,6680,1235,1515,175,34403
83,Restaurant,Thai Restaurant,2,3,6.5,1.541640625,Dufferin Grove,11785,8540,1285,1065,6680,1235,1515,175,34403
84,Restaurant,None,2,45,8.5,2.727647416252017,Little Portugal,15559,12859,1400,1605,9385,1325,1855,255,37924
84,Thai Restaurant,None,2,52,8.4,2.727647416252017,Little Portugal,15559,12859,1400,1605,9385,1325,1855,255,37924
84,Café,None,1,34,8.0,2.727647416252017,Little Portugal,15559,12859,1400,1605,9385,1325,1855,255,37924
84,Café,Bike Shop,1,12,8.4,2.727647416252017,Little Portugal,15559,12859,1400,1605,9385,1325,1855,255,37924
84,Japanese Restaurant,None,2,48,9.0,2.727647416252017,Little Portugal,15559,12859,1400,1605,9385,1325,1855,255,37924
85,American Restaurant,Burger Joint,2,36,8.5,2.56269592476489,South Parkdale,21849,9583,2115,2275,12440,2475,2540,360,30293
85,Restaurant,None,2,26,8.8,2.56269592476489,South Parkdale,21849,9583,2115,2275,12440,2475,2540,360,30293
85,Donut Shop,Bakery,1,118,8.4,2.56269592476489,South Parkdale,21849,9583,2115,2275,12440,2475,2540,360,30293
85,Bakery,None,1,9,8.3,2.56269592476489,South Parkdale,21849,9583,2115,2275,12440,2475,2540,360,30293
85,Asian Restaurant,None,2,6,8.1,2.56269592476489,South Parkdale,21849,9583,2115,2275,12440,2475,2540,360,30293
86,Café,None,1,88,8.3,3.117619247741122,Roncesvalles,14974,9851,2300,1305,7990,1690,1680,185,40926
87,Deli / Bodega,Cheese Shop,3,111,9.0,2.2548817381738173,High Park-Swansea,23925,4893,3540,2125,11570,2870,3800,755,54872
87,Bakery,None,1,10,7.5,2.2548817381738173,High Park-Swansea,23925,4893,3540,2125,11570,2870,3800,755,54872
87,Café,Diner,1,46,6.0,2.2548817381738173,High Park-Swansea,23925,4893,3540,2125,11570,2870,3800,755,54872
87,Pizza Place,Restaurant,1,2,6.4,2.2548817381738173,High Park-Swansea,23925,4893,3540,2125,11570,2870,3800,755,54872
87,Mexican Restaurant,None,1,7,6.3,2.2548817381738173,High Park-Swansea,23925,4893,3540,2125,11570,2870,3800,755,54872
89,Pizza Place,None,1,38,8.1,4.8,Runnymede-Bloor West Village,10070,6333,2050,960,4605,1215,1245,195,55942
89,Taco Place,Gourmet Shop,1,40,7.5,4.8,Runnymede-Bloor West Village,10070,6333,2050,960,4605,1215,1245,195,55942
89,Bakery,None,1,6,7.4,4.8,Runnymede-Bloor West Village,10070,6333,2050,960,4605,1215,1245,195,55942
89,Italian Restaurant,Spanish Restaurant,2,11,8.5,4.8,Runnymede-Bloor West Village,10070,6333,2050,960,4605,1215,1245,195,55942
89,Diner,None,1,10,7.8,4.8,Runnymede-Bloor West Village,10070,6333,2050,960,4605,1215,1245,195,55942
90,Indian Restaurant,None,2,20,8.3,2.3993016925363366,Junction Area,14366,5442,2190,1465,7470,1750,1500,175,40679
90,Bakery,None,1,29,8.1,2.3993016925363366,Junction Area,14366,5442,2190,1465,7470,1750,1500,175,40679
90,Deli / Bodega,None,1,9,8.0,2.3993016925363366,Junction Area,14366,5442,2190,1465,7470,1750,1500,175,40679
90,Italian Restaurant,None,2,36,8.9,2.3993016925363366,Junction Area,14366,5442,2190,1465,7470,1750,1500,175,40679
90,Gastropub,Brewery,2,198,9.1,2.3993016925363366,Junction Area,14366,5442,2190,1465,7470,1750,1500,175,40679
91,Brazilian Restaurant,None,3,35,8.2,0.7049932320649721,Weston-Pelham Park,11098,7601,1675,1415,5275,1415,1325,150,29334
91,Vietnamese Restaurant,None,2,7,7.5,0.7049932320649721,Weston-Pelham Park,11098,7601,1675,1415,5275,1415,1325,150,29334
91,Vietnamese Restaurant,None,2,10,6.8,0.7049932320649721,Weston-Pelham Park,11098,7601,1675,1415,5275,1415,1325,150,29334
93,Café,None,1,6,8.5,3.017414186475395,Dovercourt-Wallace Emerson-Junction,36625,9819,4480,3925,19790,3935,4515,595,33777
93,Middle Eastern Restaurant,None,2,23,8.3,3.017414186475395,Dovercourt-Wallace Emerson-Junction,36625,9819,4480,3925,19790,3935,4515,595,33777
93,Bakery,None,1,4,7.3,3.017414186475395,Dovercourt-Wallace Emerson-Junction,36625,9819,4480,3925,19790,3935,4515,595,33777
93,Italian Restaurant,None,2,7,8.0,3.017414186475395,Dovercourt-Wallace Emerson-Junction,36625,9819,4480,3925,19790,3935,4515,595,33777
93,Bakery,None,1,11,8.1,3.017414186475395,Dovercourt-Wallace Emerson-Junction,36625,9819,4480,3925,19790,3935,4515,595,33777
94,Indian Restaurant,None,3,41,9.3,0.0008333333333333334,Wychwood,14349,8541,1860,1320,6420,1595,3150,880,43054
94,BBQ Joint,None,2,225,8.4,0.0008333333333333334,Wychwood,14349,8541,1860,1320,6420,1595,3150,880,43054
94,Café,Coffee Shop,1,40,8.1,0.0008333333333333334,Wychwood,14349,8541,1860,1320,6420,1595,3150,880,43054
94,Italian Restaurant,Bar,2,37,8.0,0.0008333333333333334,Wychwood,14349,8541,1860,1320,6420,1595,3150,880,43054
94,Café,None,1,24,8.0,0.0008333333333333334,Wychwood,14349,8541,1860,1320,6420,1595,3150,880,43054
95,Café,Coffee Shop,2,73,8.4,9.4303769236488,Annex,30526,10863,2360,3750,15040,3480,5910,1040,80138
95,Indian Restaurant,None,2,40,8.5,9.4303769236488,Annex,30526,10863,2360,3750,15040,3480,5910,1040,80138
95,Vegetarian / Vegan Restaurant,None,2,293,8.6,9.4303769236488,Annex,30526,10863,2360,3750,15040,3480,5910,1040,80138
95,Mexican Restaurant,None,2,145,8.4,9.4303769236488,Annex,30526,10863,2360,3750,15040,3480,5910,1040,80138
95,BBQ Joint,American Restaurant,3,76,7.9,9.4303769236488,Annex,30526,10863,2360,3750,15040,3480,5910,1040,80138
98,Italian Restaurant,None,3,168,8.6,6.0192251674919905,Rosedale-Moore Park,20923,4500,2625,2185,7925,3030,5140,750,134865
98,Vegetarian / Vegan Restaurant,Café,2,6,7.8,6.0192251674919905,Rosedale-Moore Park,20923,4500,2625,2185,7925,3030,5140,750,134865
98,Italian Restaurant,Bar,2,46,7.7,6.0192251674919905,Rosedale-Moore Park,20923,4500,2625,2185,7925,3030,5140,750,134865
98,Italian Restaurant,None,3,9,7.7,6.0192251674919905,Rosedale-Moore Park,20923,4500,2625,2185,7925,3030,5140,750,134865
98,Café,None,1,5,7.6,6.0192251674919905,Rosedale-Moore Park,20923,4500,2625,2185,7925,3030,5140,750,134865
99,Café,French Restaurant,1,50,8.4,3.7477581718252826,Mount Pleasant East,16775,5411,2980,1705,7620,2020,2455,260,63862
99,Seafood Restaurant,None,3,7,7.6,3.7477581718252826,Mount Pleasant East,16775,5411,2980,1705,7620,2020,2455,260,63862
99,Italian Restaurant,None,2,10,7.5,3.7477581718252826,Mount Pleasant East,16775,5411,2980,1705,7620,2020,2455,260,63862
99,Sushi Restaurant,None,2,11,7.3,3.7477581718252826,Mount Pleasant East,16775,5411,2980,1705,7620,2020,2455,260,63862
99,Italian Restaurant,None,3,7,7.2,3.7477581718252826,Mount Pleasant East,16775,5411,2980,1705,7620,2020,2455,260,63862
100,Burger Joint,American Restaurant,2,56,7.2,6.2652777777777775,Yonge-Eglinton,11817,7162,1800,1225,5860,1325,1600,165,65356
100,Japanese Restaurant,None,2,29,7.3,6.2652777777777775,Yonge-Eglinton,11817,7162,1800,1225,5860,1325,1600,165,65356
100,Breakfast Spot,None,2,57,7.1,6.2652777777777775,Yonge-Eglinton,11817,7162,1800,1225,5860,1325,1600,165,65356
100,Restaurant,None,3,108,7.7,6.2652777777777775,Yonge-Eglinton,11817,7162,1800,1225,5860,1325,1600,165,65356
100,Persian Restaurant,None,0,30,7.1,6.2652777777777775,Yonge-Eglinton,11817,7162,1800,1225,5860,1325,1600,165,65356
102,Bagel Shop,Bakery,1,5,7.7,2.2771123340887014,Forest Hill North,12806,8054,2060,1500,5390,1725,2135,350,62714
102,Pizza Place,None,1,0,6.1,2.2771123340887014,Forest Hill North,12806,8054,2060,1500,5390,1725,2135,350,62714
103,Café,None,1,27,8.6,2.969684798408691,Lawrence Park South,15179,4685,2845,2095,5870,2115,2235,315,111586
103,Chinese Restaurant,None,2,8,7.6,2.969684798408691,Lawrence Park South,15179,4685,2845,2095,5870,2115,2235,315,111586
103,Pizza Place,None,1,8,7.8,2.969684798408691,Lawrence Park South,15179,4685,2845,2095,5870,2115,2235,315,111586
103,Restaurant,Sushi Restaurant,3,9,7.4,2.969684798408691,Lawrence Park South,15179,4685,2845,2095,5870,2115,2235,315,111586
103,Mexican Restaurant,None,1,6,7.3,2.969684798408691,Lawrence Park South,15179,4685,2845,2095,5870,2115,2235,315,111586
104,Italian Restaurant,Café,2,10,8.0,2.9621661836999857,Mount Pleasant West,29658,21969,2380,2520,17100,3030,4605,940,45441
104,Vegetarian / Vegan Restaurant,None,2,101,7.8,2.9621661836999857,Mount Pleasant West,29658,21969,2380,2520,17100,3030,4605,940,45441
104,Pizza Place,None,1,26,7.6,2.9621661836999857,Mount Pleasant West,29658,21969,2380,2520,17100,3030,4605,940,45441
104,Taco Place,None,1,40,7.5,2.9621661836999857,Mount Pleasant West,29658,21969,2380,2520,17100,3030,4605,940,45441
104,Syrian Restaurant,None,0,10,7.2,2.9621661836999857,Mount Pleasant West,29658,21969,2380,2520,17100,3030,4605,940,45441
105,Bakery,None,1,29,8.3,2.949478429157644,Lawrence Park North,14607,6407,3280,1670,5980,1725,1935,265,79100
105,BBQ Joint,None,2,74,8.0,2.949478429157644,Lawrence Park North,14607,6407,3280,1670,5980,1725,1935,265,79100
105,Japanese Restaurant,Sushi Restaurant,2,26,8.1,2.949478429157644,Lawrence Park North,14607,6407,3280,1670,5980,1725,1935,265,79100
105,Burger Joint,Wine Bar,2,51,8.0,2.949478429157644,Lawrence Park North,14607,6407,3280,1670,5980,1725,1935,265,79100
105,Sandwich Place,Restaurant,1,30,8.6,2.949478429157644,Lawrence Park North,14607,6407,3280,1670,5980,1725,1935,265,79100
108,Sandwich Place,None,1,58,7.3,1.9410658307210031,Briar Hill-Belgravia,14257,7791,1855,1655,6740,1925,2100,310,30341
108,Argentinian Restaurant,None,2,5,6.0,1.9410658307210031,Briar Hill-Belgravia,14257,7791,1855,1655,6740,1925,2100,310,30341
108,Pizza Place,Restaurant,1,0,6.3,1.9410658307210031,Briar Hill-Belgravia,14257,7791,1855,1655,6740,1925,2100,310,30341
110,Café,Bakery,1,8,7.4,1.425,Keelesdale-Eglinton West,11058,6467,1610,1430,4790,1435,1785,230,29133
110,Bakery,None,1,7,7.2,1.425,Keelesdale-Eglinton West,11058,6467,1610,1430,4790,1435,1785,230,29133
110,Bakery,None,1,5,6.9,1.425,Keelesdale-Eglinton West,11058,6467,1610,1430,4790,1435,1785,230,29133
110,BBQ Joint,None,2,15,7.1,1.425,Keelesdale-Eglinton West,11058,6467,1610,1430,4790,1435,1785,230,29133
110,Fast Food Restaurant,Burger Joint,1,0,6.4,1.425,Keelesdale-Eglinton West,11058,6467,1610,1430,4790,1435,1785,230,29133
111,Restaurant,None,2,9,8.2,2.9166666666666665,Rockcliffe-Smythe,22246,4414,3505,2740,9255,3090,3655,480,29764
111,Bakery,None,1,14,7.8,2.9166666666666665,Rockcliffe-Smythe,22246,4414,3505,2740,9255,3090,3655,480,29764
111,Pizza Place,None,1,3,6.5,2.9166666666666665,Rockcliffe-Smythe,22246,4414,3505,2740,9255,3090,3655,480,29764
111,Fried Chicken Joint,Cajun / Creole Restaurant,1,3,6.5,2.9166666666666665,Rockcliffe-Smythe,22246,4414,3505,2740,9255,3090,3655,480,29764
111,Indian Restaurant,None,2,5,6.2,2.9166666666666665,Rockcliffe-Smythe,22246,4414,3505,2740,9255,3090,3655,480,29764
113,Diner,None,1,8,7.7,2.43700129894229,Weston,17992,7197,3100,2225,7785,2430,2445,395,28965
113,Pizza Place,None,1,3,6.5,2.43700129894229,Weston,17992,7197,3100,2225,7785,2430,2445,395,28965
113,Fried Chicken Joint,None,1,4,6.3,2.43700129894229,Weston,17992,7197,3100,2225,7785,2430,2445,395,28965
113,Sandwich Place,Fast Food Restaurant,1,2,6.3,2.43700129894229,Weston,17992,7197,3100,2225,7785,2430,2445,395,28965
115,Fast Food Restaurant,South American Restaurant,1,1,5.8,1.8666666666666667,Mount Dennis,13593,6442,2395,1815,5930,1760,1685,265,27461
118,Chinese Restaurant,Seafood Restaurant,1,22,7.8,3.996763754045308,Tam O'Shanter-Sullivan,27446,5073,3885,3225,10675,3510,6160,1220,29756
118,Italian Restaurant,None,2,46,7.8,3.996763754045308,Tam O'Shanter-Sullivan,27446,5073,3885,3225,10675,3510,6160,1220,29756
118,Thai Restaurant,None,2,15,6.9,3.996763754045308,Tam O'Shanter-Sullivan,27446,5073,3885,3225,10675,3510,6160,1220,29756
118,Noodle House,None,1,7,7.2,3.996763754045308,Tam O'Shanter-Sullivan,27446,5073,3885,3225,10675,3510,6160,1220,29756
118,Seafood Restaurant,None,3,62,7.1,3.996763754045308,Tam O'Shanter-Sullivan,27446,5073,3885,3225,10675,3510,6160,1220,29756
120,Restaurant,None,2,6,8.0,2.9216467463479416,Clairlea-Birchmount,26984,3632,4565,3495,11940,3360,3630,660,31369
120,Vegetarian / Vegan Restaurant,None,2,6,7.6,2.9216467463479416,Clairlea-Birchmount,26984,3632,4565,3495,11940,3360,3630,660,31369
120,Burger Joint,None,1,12,7.4,2.9216467463479416,Clairlea-Birchmount,26984,3632,4565,3495,11940,3360,3630,660,31369
120,Mexican Restaurant,None,1,7,7.0,2.9216467463479416,Clairlea-Birchmount,26984,3632,4565,3495,11940,3360,3630,660,31369
120,Burrito Place,None,1,23,7.0,2.9216467463479416,Clairlea-Birchmount,26984,3632,4565,3495,11940,3360,3630,660,31369
122,Café,None,1,10,8.3,1.7063650920736588,Birchcliffe-Cliffside,22291,3765,3345,2440,9075,3520,3910,630,43027
122,Thai Restaurant,None,2,21,8.2,1.7063650920736588,Birchcliffe-Cliffside,22291,3765,3345,2440,9075,3520,3910,630,43027
122,Diner,None,1,3,6.3,1.7063650920736588,Birchcliffe-Cliffside,22291,3765,3345,2440,9075,3520,3910,630,43027
122,Restaurant,None,2,11,6.1,1.7063650920736588,Birchcliffe-Cliffside,22291,3765,3345,2440,9075,3520,3910,630,43027
126,Indian Restaurant,None,2,9,7.1,1.9796063471457812,Dorset Park,25003,4146,4250,3155,10485,3330,3780,790,28052
126,Chinese Restaurant,None,2,14,7.1,1.9796063471457812,Dorset Park,25003,4146,4250,3155,10485,3330,3780,790,28052
126,Bakery,None,1,9,7.2,1.9796063471457812,Dorset Park,25003,4146,4250,3155,10485,3330,3780,790,28052
126,Vietnamese Restaurant,None,2,23,6.4,1.9796063471457812,Dorset Park,25003,4146,4250,3155,10485,3330,3780,790,28052
126,Indian Restaurant,None,2,27,6.6,1.9796063471457812,Dorset Park,25003,4146,4250,3155,10485,3330,3780,790,28052
127,Wings Joint,None,1,3,6.3,0.9915384615384616,Bendale,29960,4011,4550,4605,12050,3535,5250,900,28953
128,Caribbean Restaurant,None,2,35,8.7,1.3714165853854403,Agincourt South-Malvern West,23757,3034,3075,3360,9965,3265,4105,555,27928
128,Noodle House,Chinese Restaurant,1,19,7.5,1.3714165853854403,Agincourt South-Malvern West,23757,3034,3075,3360,9965,3265,4105,555,27928
128,Cantonese Restaurant,None,0,9,7.5,1.3714165853854403,Agincourt South-Malvern West,23757,3034,3075,3360,9965,3265,4105,555,27928
128,Asian Restaurant,Malay Restaurant,2,14,8.1,1.3714165853854403,Agincourt South-Malvern West,23757,3034,3075,3360,9965,3265,4105,555,27928
128,Caribbean Restaurant,None,1,29,8.7,1.3714165853854403,Agincourt South-Malvern West,23757,3034,3075,3360,9965,3265,4105,555,27928
129,Indian Restaurant,None,1,28,7.5,2.459090909090909,Agincourt North,29113,3929,3840,3705,11305,4230,6045,925,26955
129,Chinese Restaurant,Dim Sum Restaurant,1,13,7.4,2.459090909090909,Agincourt North,29113,3929,3840,3705,11305,4230,6045,925,26955
129,Chinese Restaurant,None,1,35,6.3,2.459090909090909,Agincourt North,29113,3929,3840,3705,11305,4230,6045,925,26955
129,Sandwich Place,Fast Food Restaurant,1,1,6.3,2.459090909090909,Agincourt North,29113,3929,3840,3705,11305,4230,6045,925,26955
129,Fried Chicken Joint,None,1,6,6.1,2.459090909090909,Agincourt North,29113,3929,3840,3705,11305,4230,6045,925,26955
130,Caribbean Restaurant,Bakery,2,14,8.6,4.2466193455730785,Milliken,26572,2830,3675,3195,10565,4030,5115,880,25109
130,Chinese Restaurant,None,1,12,6.9,4.2466193455730785,Milliken,26572,2830,3675,3195,10565,4030,5115,880,25109
130,Indian Restaurant,None,1,28,7.5,4.2466193455730785,Milliken,26572,2830,3675,3195,10565,4030,5115,880,25109
130,Pizza Place,None,1,7,7.0,4.2466193455730785,Milliken,26572,2830,3675,3195,10565,4030,5115,880,25109
130,Sandwich Place,Fast Food Restaurant,1,1,6.3,4.2466193455730785,Milliken,26572,2830,3675,3195,10565,4030,5115,880,25109
131,Pizza Place,None,1,3,6.5,3.8927335640138407,Rouge,46496,1260,7960,6700,18510,6690,6625,685,33736
131,Restaurant,None,2,11,6.8,3.8927335640138407,Rouge,46496,1260,7960,6700,18510,6690,6625,685,33736
131,Fast Food Restaurant,None,1,1,6.2,3.8927335640138407,Rouge,46496,1260,7960,6700,18510,6690,6625,685,33736
133,Fast Food Restaurant,Fried Chicken Joint,1,5,6.8,4.0,Centennial Scarborough,13362,2479,2150,1850,5030,1955,2385,160,43854
133,Sandwich Place,Fast Food Restaurant,1,0,6.0,4.0,Centennial Scarborough,13362,2479,2150,1850,5030,1955,2385,160,43854
133,Pizza Place,None,1,2,6.0,4.0,Centennial Scarborough,13362,2479,2150,1850,5030,1955,2385,160,43854
137,Burger Joint,None,1,32,8.5,2.5517061734826783,Woburn,53485,4345,9625,7660,21945,6245,8010,1130,27341
137,Xinjiang Restaurant,Chinese Restaurant,0,17,8.3,2.5517061734826783,Woburn,53485,4345,9625,7660,21945,6245,8010,1130,27341
137,Indian Restaurant,Vegetarian / Vegan Restaurant,2,7,6.9,2.5517061734826783,Woburn,53485,4345,9625,7660,21945,6245,8010,1130,27341
137,Indian Restaurant,Sri Lankan Restaurant,2,22,8.2,2.5517061734826783,Woburn,53485,4345,9625,7660,21945,6245,8010,1130,27341
137,Caribbean Restaurant,None,2,19,7.5,2.5517061734826783,Woburn,53485,4345,9625,7660,21945,6245,8010,1130,27341
138,Pizza Place,None,1,4,7.4,0.9816176470588236,Eglinton East,22776,7051,4180,3130,9180,2825,3505,560,26865
138,Fast Food Restaurant,American Restaurant,1,0,6.3,0.9816176470588236,Eglinton East,22776,7051,4180,3130,9180,2825,3505,560,26865
138,Sandwich Place,Fast Food Restaurant,1,0,6.2,0.9816176470588236,Eglinton East,22776,7051,4180,3130,9180,2825,3505,560,26865
138,Sandwich Place,Fast Food Restaurant,1,0,6.3,0.9816176470588236,Eglinton East,22776,7051,4180,3130,9180,2825,3505,560,26865
139,Fried Chicken Joint,Fast Food Restaurant,1,6,6.7,2.0633082253998385,Scarborough Village,16724,5395,3365,2360,6685,2095,2225,430,28634
139,Pizza Place,None,1,4,6.1,2.0633082253998385,Scarborough Village,16724,5395,3365,2360,6685,2095,2225,430,28634
139,Fast Food Restaurant,None,1,1,6.0,2.0633082253998385,Scarborough Village,16724,5395,3365,2360,6685,2095,2225,430,28634
140,Sandwich Place,Fast Food Restaurant,1,0,6.3,1.5530629853321833,Guildwood,9917,2673,1295,1065,3370,1555,2635,540,43848
