Address,Area,Rent,Latitude,Longitude
"1139 MORNINGSIDE AVE 37, Toronto, Ontario M1B0A7","3,500 Sqft Retail","$7,000 CAD / MONTH",43.6456634,-79.4749711
"480 Dundas St W 1/2Bsmt, Toronto, Ontario M5T1G9",1 Bath 0.023 ac Lot Size Commercial,"$3,800 CAD / MONTH",43.6533813,-79.3970697
"803 KING ST W, Toronto, Ontario M5V1N4","3,302 Sqft Retail",$69 CAD,43.6428481,-79.407235
"1225 Kennedy Rd 2000K1, Toronto, Ontario M1P 4Y1",0.009 ac Lot Size Commercial,"$2,900 CAD / MONTH",43.7561791,-79.2751536
"1270 Finch Ave W 2101, Toronto, Ontario M3J3J7",1 Bath 0.023 ac Lot Size Commercial,"$2,500 CAD / MONTH",43.765222,-79.488273
"1269 DUNDAS ST W 200, Toronto, Ontario M6J1H1","2,500 Sqft Retail","$7,500 CAD / MONTH",43.6492593,-79.424894
"668 SILVER STAR BLVD 213, Toronto, Ontario M1V5N1",2 Baths 700 Sqft Retail,"$1,700 CAD / MONTH",43.822589,-79.299781
"384 YONGE ST 20, Toronto, Ontario M5B1S8",257 Sqft Retail,"$1,388 CAD / MONTH",43.6596017,-79.3826697
"2828 Dundas St St W, Toronto, Ontario M6P1Y7",1 Bath 0.047 ac Lot Size Commercial,"$5,500 CAD / MONTH",43.6656659,-79.4637422
"1698 EGLINTON AVE W, Toronto, Ontario M6E2H5",945 Sqft Retail,"$2,888 CAD / MONTH",43.6967642,-79.4462269
"4675 Steeles Ave E 2D13, Toronto, Ontario M1V4S5",0.003 ac Lot Size Commercial,$900 CAD / MONTH,43.8239696,-79.302473
"1269 DUNDAS ST W Parking, Toronto, Ontario M6J1H1",Retail,$250 CAD / MONTH,None,None
"1269 DUNDAS ST W, Toronto, Ontario M6J1H1","8,200 Sqft Retail",$28 CAD,43.6492593,-79.424894
"45 CRANFIELD RD 9, Toronto, Ontario M4B3H6","2,825 Sqft Retail","$3,500 CAD / MONTH",43.7151008,-79.3087924
"14 ST ANDREW ST Main, Toronto, Ontario M5T1K6","1 Bath 1,000 Sqft Retail","$3,450 CAD / MONTH",43.6544457,-79.3996315
"1333 KENNEDY RD 4, Toronto, Ontario M1P2L6","1 Bath 8,600 Sqft Retail",$14 CAD,43.7619204,-79.2787646
"600 QUEENS QUAY BLVD W 111&112, Toronto, Ontario M5V3M3","3,000 Sqft Retail",$40 CAD,None,None
"1269 DUNDAS ST W 100, Toronto, Ontario M6J1H1","2,500 Sqft Retail","$5,900 CAD / MONTH",43.6492593,-79.424894
"85 CHURCH ST, Toronto, Ontario M5C2G2","2,416 Sqft Retail",$50 CAD,43.6517127,-79.3748594
"1707 BAYVIEW AVE, Toronto, Ontario M4G3C1","1 Bath 1,300 Sqft Retail","$6,200 CAD / MONTH",43.7081211,-79.3758706
"31 BALDWIN ST, Toronto, Ontario M5T1L1","2,574 Sqft Retail",$70 CAD,43.6558544,-79.3932809
"250 WELLINGTON ST W 133, Toronto, Ontario M5V3P6",615 Sqft Retail,"$3,800 CAD / MONTH",43.6451952,-79.3906811
"142 Davenport Rd 3, Toronto, Ontario M5R2H6",1 Bath 0.017 ac Lot Size Commercial,"$4,998 CAD / MONTH",43.6753773,-79.393884
"2351 KENNEDY (GROUND FLR) RD 105, Toronto, Ontario M1T3G9",500 Sqft Retail,"$1,800 CAD / MONTH",43.7847327,-79.2881438
"1194 WESTON RD W, Toronto, Ontario M6M4P4","1,500 Sqft Retail","$2,800 CAD / MONTH",43.6875044,-79.4915448
"828 COLLEGE ST, Toronto, Ontario M6G1C8","1,569 Sqft Retail","$3,300 CAD / MONTH",43.6546128,-79.4224791
"226 CARLTON ST Bsmt, Toronto, Ontario M5A2L1","1,300 Sqft Retail","$3,300 CAD / MONTH",43.6642046,-79.3693313
"941 KINGSTON RD, Toronto, Ontario M4E1S8","2,670 Sqft Retail",$29 CAD,43.6803081,-79.2879897
"1594 QUEEN ST W, Toronto, Ontario M6R1A8",450 Sqft Retail,"$1,500 CAD / MONTH",43.6398312,-79.4414131
"384 YONGE ST 49, Toronto, Ontario M5B1S8",723 Sqft Retail,"$2,090 CAD / MONTH",43.6596017,-79.3826697
"31 ELM ST, Toronto, Ontario M5G1H1","6,400 Sqft Retail",$40 CAD,43.6574583,-79.3831522
"1932 Queen St E, Toronto, Ontario M4L1H6",0.02 ac Lot Size Commercial,"$2,895 CAD / MONTH",43.6695324,-79.3033725
"3060 Dundas St W, Toronto, Ontario M6P 1Z7",0.023 ac Lot Size Commercial,"$2,600 CAD / MONTH",43.6656718,-79.471597
"348 QUEEN ST E, Toronto, Ontario M5A1T1","2 Baths 1,500 Sqft Retail","$6,000 CAD / MONTH",43.655765,-79.3643432
"41 LEBOVIC AVE A119, Toronto, Ontario M1L4V9",753 Sqft Retail,"$2,200 CAD / MONTH",43.7233319,-79.2889364
"507 QUEEN ST W Rear, Toronto, Ontario M5V2B4",2 Beds 1 Bath Retail,"$2,800 CAD / MONTH",None,None
"8 MIMICO AVE Main, Toronto, Ontario M8V1R1","1,100 Sqft Retail","$3,500 CAD / MONTH",43.6139127,-79.4897882
"203 MARKHAM RD, Toronto, Ontario M1J3C3","1,425 Sqft Retail","$2,800 CAD / MONTH",43.7437826,-79.2188905
"6210 FINCH AVE W B108, Toronto, Ontario M9V0A1","1,720 Sqft Retail",$35 CAD,None,None
"108 CORPORATE DR 7, Toronto, Ontario M1H3H9",250 Sqft Retail,"$1,100 CAD / MONTH",43.780773,-79.2474937
"6100 FINCH AVE W E105, Toronto, Ontario M9V0A1","1,565 Sqft Retail",$35 CAD,None,None
"2526 YONGE ST, Toronto, Ontario M4P2H7","1 Bath 2,689 Sqft Retail",$55 CAD,43.7127046,-79.3997892
"1576 KINGSTON RD, Toronto, Ontario M1N1S2","1,748 Sqft Retail","$2,700 CAD / MONTH",43.6904452,-79.2669104
"41, 43 Baldwin St, Toronto, Ontario M5T1L1",2 Baths 0.092 ac Lot Size Commercial,"$9,000 CAD / MONTH",43.6557848,-79.3937013
"473 COSBURN AVE Bsmnt, Toronto, Ontario M4J2N6",250 Sqft Retail,$675 CAD / MONTH,43.6926665,-79.3337886
"#2-3 -200 QUEENS QUAY E 2-3, Toronto, Ontario M5A4K9","2,398 Sqft Retail",$5 CAD,43.6462692,-79.3631878
"2409 YONGE ST G8, Toronto, Ontario M4P2E7","3,701 Sqft Retail",$35 CAD,43.7104084,-79.3986602
"2252 QUEEN ST E Main Fl, Toronto, Ontario M4E1G2","1,750 Sqft Retail",$39.8 CAD,None,None
"1301 BLOOR AVE #4, Toronto, Ontario M6H1P1",1 Bed 1 Bath Retail,"$2,200 CAD / MONTH",None,None
"1061 EGLINTON AVE W, Toronto, Ontario M6C2C9","3,000 Sqft Retail","$9,210 CAD / MONTH",43.6990639,-79.4334012
"2371 EGLINTON AVE E 2nd Fl, Toronto, Ontario M1K2P3",3 Beds 1 Bath Retail,"$1,800 CAD / MONTH",None,None
"108 CORPORATE DR 7, Toronto, Ontario M1H3H9",250 Sqft Retail,"$1,100 CAD / MONTH",43.780773,-79.2474937
"461 QUEEN ST E, Toronto, Ontario M5A1T6","2,400 Sqft Retail","$4,900 CAD / MONTH",43.6564489,-79.359767
"2829 BATHURST ST, Toronto, Ontario M6B3A4","1 Bath 1,300 Sqft Retail","$2,900 CAD / MONTH",43.7137532,-79.4281608
"252 GERRARD ST E, Toronto, Ontario M5A2G2",820 Sqft Retail,$35 CAD,43.6620991,-79.369325
"406 PACIFIC AVE Main Fl, Toronto, Ontario M6P2R4","1,785 Sqft Retail",$30 CAD,43.665778,-79.468824
"426 PARLIAMENT ST, Toronto, Ontario M5A3A2","1,300 Sqft Retail",$25 CAD,43.6628884,-79.3677225
"5215 FINCH AVE E 263, Toronto, Ontario M1S0C2",228 Sqft Retail,"$1,200 CAD / MONTH",43.8096132,-79.2570082
"1839 DANFORTH AVE N Upper, Toronto, Ontario M4C1J3","1 Bath 1,300 Sqft Retail","$2,500 CAD / MONTH",43.6844279,-79.3179098
"284 RICHMOND ST E, Toronto, Ontario M5A1P4","2,950 Sqft Retail",$19 CAD,43.653486,-79.3698126
"3901 DON MILLS RD, Toronto, Ontario M2H2S7",885 Sqft Retail,$18 CAD / MONTH,43.807767,-79.3570578
"U C 739 QUEEN ST E Unit C, Toronto, Ontario M4M1H3",2 Beds 1 Bath Retail,"$2,600 CAD / MONTH",None,None
"777 WARDEN AVE 6/101, Toronto, Ontario M1L4C3","2 Baths 1,268 Sqft Retail",$30 CAD,43.7245004,-79.2857773
"1383 LAWRENCE AVE W 1383, Toronto, Ontario M6M4A2","1 Bath 3,000 Sqft Retail",$38 CAD,43.7084693,-79.4755959
"3250 DUFFERIN ST 6, Toronto, Ontario M6A2T3","1 Bath 1,484 Sqft Retail",$27 CAD,43.7200405,-79.4564275
"2409 YONGE ST G5, Toronto, Ontario M4P2E7","5,465 Sqft Retail",$25 CAD,43.7104084,-79.3986602
"2589 EGLINTON AVE W, Toronto, Ontario M6M1T3","2,000 Sqft Retail","$2,850 CAD / MONTH",43.6903115,-79.473815
"4675 Steeles Ave E 2E18&19, Toronto, Ontario M1V4S5",0.005 ac Lot Size Commercial,"$1,100 CAD / MONTH",43.8239696,-79.302473
"3199 YONGE ST, Toronto, Ontario M4N2K9","2,400 Sqft Retail","$8,300 CAD / MONTH",43.7277243,-79.4025697
"100 Western Battery Rd 3, Toronto, Ontario M6K3S2",0.024 ac Lot Size Commercial,"$12,500 CAD / MONTH",43.6396604,-79.4157701
"4466 SHEPPARD AVE E 105, Toronto, Ontario M1S1V2","20,500 Sqft Retail",$15 CAD,43.7889675,-79.2668741
"140 LA ROSE AVE 9, Toronto, Ontario M9P1B2","1 Bath 1,080 Sqft Retail",$27 CAD,43.6857008,-79.5235907
"853 Pape Ave Main, Toronto, Ontario M4K3T7",1 Bath 0.015 ac Lot Size Commercial,"$1,950 CAD / MONTH",43.6830699,-79.3462334
"92 PARK LAWN RD Main, Toronto, Ontario M8Y0B6","2,674 Sqft Retail","$9,950 CAD / MONTH",43.6245958,-79.4850611
"203 MARKHAM RD, Toronto, Ontario M1J3C3","1,425 Sqft Retail","$2,800 CAD / MONTH",43.7437826,-79.2188905
"371 WILSON AVE Comm, Toronto, Ontario M6B1B9","1,000 Sqft Retail","$3,900 CAD / MONTH",43.7364272,-79.4372039
"1272 DANFORTH AVE, Toronto, Ontario M4J1M6","1,000 Sqft Retail","$2,300 CAD / MONTH",43.6820226,-79.3305061
"828 COLLEGE ST, Toronto, Ontario M6G1C8","1,569 Sqft Retail","$3,300 CAD / MONTH",43.6546128,-79.4224791
"1094 COLLEGE ST, Toronto, Ontario M6H1B3","5,000 Sqft Retail",$15 CAD / MONTH,43.6527611,-79.4321434
"102B HARBORD ST Upper, Toronto, Ontario M5S1G6","1 Bath 1,100 Sqft Retail","$2,600 CAD / MONTH",43.6630454,-79.4034946
"2761 MARKHAM RD C26, Toronto, Ontario M1X0A4","1,336 Sqft Retail","$3,000 CAD / MONTH",43.8213424,-79.2463043
"1700 St. Clair Ave W, Toronto, Ontario M6N1J1",0.148 ac Lot Size Commercial,"$2,000 CAD / MONTH",43.6746359,-79.4592329
"8 MIMICO AVE Main, Toronto, Ontario M8V1R1","1,100 Sqft Retail","$3,500 CAD / MONTH",43.6139127,-79.4897882
"606 GERRARD ST E Main Lv, Toronto, Ontario M4M1Y3","2 Baths 2,400 Sqft Retail",$35 CAD,None,None
"4750 YONGE ST 124-126, Toronto, Ontario M2N5M6","1,268 Sqft Retail",$55 CAD,None,None
"6951 STEELES AVE W, Toronto, Ontario M9W6K7","1,000 Sqft Retail","$7,200 CAD / MONTH",43.752845,-79.624081
"941 KINGSTON RD, Toronto, Ontario M4E1S8","2,670 Sqft Retail",$29 CAD,43.6803081,-79.2879897
"1420 KENNEDY RD 1A, Toronto, Ontario M1P2L7","1,989 Sqft Retail",$30 CAD,43.7638464,-79.2811425
"200 QUEENS QUAY E 2-1, Toronto, Ontario M5A4K9","2,460 Sqft Retail",$5 CAD,43.6462692,-79.3631878
"261 QUEEN ST W, Toronto, Ontario M5V1Z4",800 Sqft Retail,"$2,700 CAD / MONTH",43.6501596,-79.3891031
"1971 AVENUE RD, Toronto, Ontario M5M4A3",1 Bath 850 Sqft Retail,"$3,400 CAD / MONTH",43.7346902,-79.4196027
"3685 KEELE ST #9, Toronto, Ontario M3J3H6","1 Bath 1,882 Sqft Retail",$17 CAD,43.7541835,-79.4877013
"320 RICHMOND ST E 104, Toronto, Ontario M5A1P9","1,056 Sqft Retail",$45 CAD,43.6540596,-79.3691202
"2314 BLOOR ST W, Toronto, Ontario M6S1P2","1 Bath 2,512 Sqft Retail",$57 CAD,43.6506483,-79.4799021
"609 Kingston Rd, Toronto, Ontario M4E1R3",1 Bath 0.03 ac Lot Size Commercial,"$4,000 CAD / MONTH",43.6786611,-79.2985413
"869-871 O'CONNOR DR, Toronto, Ontario M4B2S7","2 Baths 2,100 Sqft Retail","$2,250 CAD / MONTH",43.70708,-79.3114448
"473 COSBURN AVE Bsmnt, Toronto, Ontario M4J2N6",250 Sqft Retail,$675 CAD / MONTH,43.6926665,-79.3337886
"3785 KINGSTON RD B3, Toronto, Ontario M1H3J4","1,159 Sqft Retail","$1,800 CAD / MONTH",43.7472909,-79.2076192
"226 CARLTON ST Main, Toronto, Ontario M5A2L1",800 Sqft Retail,"$3,900 CAD / MONTH",43.6642046,-79.3693313
"3445 SHEPPARD AVE E, Toronto, Ontario M1T3K5","3,500 Sqft Retail",$28 CAD / MONTH,43.7787273,-79.3061376
"248 SPADINA AVE, Toronto, Ontario M5T2C2","2,320 Sqft Retail",$65 CAD,43.6515848,-79.3978437
"1405 GERRARD ST E, Toronto, Ontario M4L1Z5","1,164 Sqft Retail","$2,900 CAD / MONTH",43.6718605,-79.3233489
"1275 FINCH AVE W 403, Toronto, Ontario M3J2B1",840 Sqft Retail,$19.5 CAD,43.7639352,-79.4875255
"2418 Danforth Ave Main, Toronto, Ontario M4G 1K9",0.023 ac Lot Size Commercial,"$2,500 CAD / MONTH",43.6876601,-79.304902
"U #2 693 QUEEN ST W Unit #2, Toronto, Ontario M6J1E6",4 Beds 1 Bath Retail,"$4,200 CAD / MONTH",None,None
"3060 Dundas St W, Toronto, Ontario M6P 1Z7",0.023 ac Lot Size Commercial,"$2,600 CAD / MONTH",43.6656718,-79.471597
"941B KINGSTON RD, Toronto, Ontario M4E1S8","1,175 Sqft Retail",$25 CAD,43.6803081,-79.2879897
"195 HARBORD ST, Toronto, Ontario M5S1H6",1 Bath 550 Sqft Retail,"$2,800 CAD / MONTH",43.6615734,-79.4088666
"883 ST CLAIR AVE W Rear, Toronto, Ontario M6C1C4",1 Bath 742.9 Sqft Retail,"$1,500 CAD / MONTH",None,None
"200 QUEENS QUAY E 302, Toronto, Ontario M5A4K9","4,136 Sqft Retail",$5 CAD,43.6462692,-79.3631878
"384 YONGE ST 48, Toronto, Ontario M5B1L2",710 Sqft Retail,"$2,490 CAD / MONTH",43.6596017,-79.3826697
"625 The Queens Way B, Toronto, Ontario M8Y 1K4",1 Bath 0.019 ac Lot Size Commercial,"$2,200 CAD / MONTH",43.627811,-79.496022
"19 LAPSLEY RD, Toronto, Ontario M1B2A6","1 Bath 1,457 Sqft Retail",$29.5 CAD,43.7956102,-79.2264571
"85 CHURCH ST, Toronto, Ontario M5C2G2","2,416 Sqft Retail",$50 CAD,43.6517127,-79.3748594
"226 CARLTON ST Bsmt, Toronto, Ontario M5A2L1","1,300 Sqft Retail","$3,300 CAD / MONTH",43.6642046,-79.3693313
"2351A KINGSTON RD, Toronto, Ontario M1N1V1","1,500 Sqft Retail",$25 CAD,43.7074474,-79.2497843
"2409 YONGE ST G8, Toronto, Ontario M4P2E7","3,701 Sqft Retail",$35 CAD,43.7104084,-79.3986602
"1792 WESTON RD Main Fl, Toronto, Ontario M9N1V8","1,100 Sqft Retail","$3,500 CAD / MONTH",43.6986856,-79.5128407
"3331 MARKHAM RD 104, Toronto, Ontario M1X1S8",485 Sqft Retail,"$2,300 CAD / MONTH",43.8350258,-79.2508593
"240 ALTON TOWERS CIRC A4, Toronto, Ontario M1V3Z3",827 Sqft Retail,$28 CAD,43.8264673,-79.277313
"1552 Eglinton Ave W, Toronto, Ontario M6E2G8",1 Bath 0.021 ac Lot Size Commercial,"$3,800 CAD / MONTH",43.697646,-79.4420683
"4675 Steeles Ave E 2E1621, Toronto, Ontario M1V4S5",0.005 ac Lot Size Commercial,"$3,000 CAD / MONTH",43.8239696,-79.302473
"2066 YONGE ST, Toronto, Ontario M4S2A3","1 Bath 2,900 Sqft Retail",$50 CAD,43.7018826,-79.3975397
"1295 FINCH AVE W, Toronto, Ontario M3J2G5","3,456 Sqft Retail",$25 CAD,43.7636675,-79.4887555
"7003 STEELES AVE W #14, Toronto, Ontario M9W0A2",1 Bath 870 Sqft Retail,"$2,600 CAD / MONTH",None,None
"323 DANFORTH AVE, Toronto, Ontario M4K1N7","1,200 Sqft Retail","$5,200 CAD / MONTH",43.677034,-79.3534963
"900 ALBION RD C-30, Toronto, Ontario M9V1A5","1,400 Sqft Retail",$16 CAD,43.7352957,-79.5597641
"4675 STEELES AVE E 2E18&19, Toronto, Ontario M1V4S5",200 Sqft Retail,"$1,100 CAD / MONTH",None,None
"202 LAIRD DR, Toronto, Ontario M4G3W2","2,000 Sqft Retail",$50 CAD,43.7106816,-79.3639577
"2256 QUEEN ST E, Toronto, Ontario M4E1G2","1 Bath 1,800 Sqft Retail","$2,950 CAD / MONTH",43.6730817,-79.286518
"5631 STEELES AVE E 008, Toronto, Ontario M1V5P6",825 Sqft Retail,"$1,905.75 CAD / MONTH",43.8324643,-79.2674026
"1747 ST CLAIR AVE W A, Toronto, Ontario M6N1J4","1,000 Sqft Retail","$3,250 CAD / MONTH",None,None
